datatime,id,date,time,sht_t,sht_h,pm1,pm25,pm10,co2,adc,acc_x,acc_y,acc_z,accx_int,accy_int,accz_int,accx_i,accy_i,accz_i,sht_t_ext,sht_h_ext,gps_lat,gps_lon,gps_alt,gps_speed,gps_dir,gps_fix,ai1_2,ai1_3,ai1_4,ERR,aslung_id,lab_id,cPM1,cPM2.5
2019-03-07 00:00:24,00E0487F79E6,2019-03-07,00:00:24,,,20,29,32,610,97,0,0,0,0,0,0,0,0,0,16.7,84.5,25.007728,121.52025,0,0,0,0,696,589,715,0,AL-0159,AS_Lung_O,18.444,18.701
2019-03-07 00:00:45,00E0487F79E6,2019-03-07,00:00:45,,,20,33,39,632,97,0,0,0,0,0,0,0,0,0,16.8,84.3,25.007728,121.52025,0,0,0,0,687,581,713,0,AL-0159,AS_Lung_O,18.444,20.869000000000003
2019-03-07 00:01:23,00E0487F79E6,2019-03-07,00:01:23,,,19,28,34,613,97,0,0,0,0,0,0,0,0,0,16.8,83.7,25.007728,121.52025,0,0,0,0,696,584,715,0,AL-0159,AS_Lung_O,17.677,18.159000000000002
2019-03-07 00:02:23,00E0487F79E6,2019-03-07,00:02:23,,,18,28,31,623,97,0,0,0,0,0,0,0,0,0,16.8,84.3,25.007728,121.52025,0,0,0,0,694,587,717,0,AL-0159,AS_Lung_O,16.91,18.159000000000002
2019-03-07 00:03:22,00E0487F79E6,2019-03-07,00:03:22,,,18,28,34,633,97,0,0,0,0,0,0,0,0,0,16.8,84.0,25.007728,121.52025,0,0,0,0,696,588,715,0,AL-0159,AS_Lung_O,16.91,18.159000000000002
2019-03-07 00:04:22,00E0487F79E6,2019-03-07,00:04:22,,,21,35,40,632,97,0,0,0,0,0,0,0,0,0,16.8,84.3,25.007728,121.52025,0,0,0,0,693,589,719,0,AL-0159,AS_Lung_O,19.211,21.953000000000003
2019-03-07 00:05:21,00E0487F79E6,2019-03-07,00:05:21,,,21,30,33,628,97,0,0,0,0,0,0,0,0,0,16.7,83.4,25.007728,121.52025,0,0,0,0,696,588,718,0,AL-0159,AS_Lung_O,19.211,19.243000000000002
2019-03-07 00:06:20,00E0487F79E6,2019-03-07,00:06:20,,,19,30,35,617,97,0,0,0,0,0,0,0,0,0,16.7,84.8,25.007728,121.52025,0,0,0,0,698,590,719,0,AL-0159,AS_Lung_O,17.677,19.243000000000002
2019-03-07 00:07:20,00E0487F79E6,2019-03-07,00:07:20,,,18,29,30,613,97,0,0,0,0,0,0,0,0,0,16.7,84.8,25.007728,121.52025,0,0,0,0,696,587,714,0,AL-0159,AS_Lung_O,16.91,18.701
2019-03-07 00:08:19,00E0487F79E6,2019-03-07,00:08:19,,,26,40,46,627,97,0,0,0,0,0,0,0,0,0,16.7,85.1,25.007728,121.52025,0,0,0,0,694,590,717,0,AL-0159,AS_Lung_O,23.046,24.663
2019-03-07 00:09:19,00E0487F79E6,2019-03-07,00:09:19,,,24,37,40,637,97,0,0,0,0,0,0,0,0,0,16.7,84.7,25.007728,121.52025,0,0,0,0,700,590,719,0,AL-0159,AS_Lung_O,21.512,23.037000000000003
2019-03-07 00:10:18,00E0487F79E6,2019-03-07,00:10:18,,,24,40,44,617,97,0,0,0,0,0,0,0,0,0,16.7,84.6,25.007728,121.52025,0,0,0,0,699,590,717,0,AL-0159,AS_Lung_O,21.512,24.663
2019-03-07 00:11:18,00E0487F79E6,2019-03-07,00:11:18,,,25,40,47,630,97,0,0,0,0,0,0,0,0,0,16.7,84.7,25.007728,121.52025,0,0,0,0,696,590,720,0,AL-0159,AS_Lung_O,22.279,24.663
2019-03-07 00:12:17,00E0487F79E6,2019-03-07,00:12:17,,,24,39,44,596,97,0,0,0,0,0,0,0,0,0,16.7,85.5,25.007728,121.52025,0,0,0,0,694,587,714,0,AL-0159,AS_Lung_O,21.512,24.121000000000002
