"Season","AL_Type","datatime","date","time","sht_t","sht_h","co2","cPM1","cPM2.5"
1,1,"2019-03-05 08:00:12","2019-03-05","08:00:12",,,645,22.416,26.555
1,1,"2019-03-05 08:01:12","2019-03-05","08:01:12",,,628,22.416,25.517
1,1,"2019-03-05 08:02:11","2019-03-05","08:02:11",,,631,22.416,27.593
1,1,"2019-03-05 08:03:11","2019-03-05","08:03:11",,,631,21.722,26.555
1,1,"2019-03-05 08:04:11","2019-03-05","08:04:11",,,668,22.416,25.517
1,1,"2019-03-05 08:05:11","2019-03-05","08:05:11",,,594,22.416,27.074
1,1,"2019-03-05 08:06:10","2019-03-05","08:06:10",,,577,21.028,24.998
1,1,"2019-03-05 08:07:10","2019-03-05","08:07:10",,,588,22.416,27.593
1,1,"2019-03-05 08:08:10","2019-03-05","08:08:10",,,612,23.11,27.593
1,1,"2019-03-05 08:09:10","2019-03-05","08:09:10",,,593,23.11,26.036
1,1,"2019-03-05 08:10:09","2019-03-05","08:10:09",,,600,21.722,27.074
1,1,"2019-03-05 08:11:09","2019-03-05","08:11:09",,,586,21.722,23.96
1,1,"2019-03-05 08:12:09","2019-03-05","08:12:09",,,579,23.11,26.036
1,1,"2019-03-05 08:13:09","2019-03-05","08:13:09",,,592,21.028,26.555
1,1,"2019-03-05 08:14:08","2019-03-05","08:14:08",,,586,23.11,27.074
1,1,"2019-03-05 08:15:08","2019-03-05","08:15:08",,,583,21.722,26.555
1,1,"2019-03-05 08:16:08","2019-03-05","08:16:08",,,577,23.11,26.036
1,1,"2019-03-05 08:17:08","2019-03-05","08:17:08",,,557,21.028,25.517
1,1,"2019-03-05 08:18:07","2019-03-05","08:18:07",,,578,23.11,27.593
1,1,"2019-03-05 08:19:07","2019-03-05","08:19:07",,,562,23.11,27.074
1,1,"2019-03-05 08:20:07","2019-03-05","08:20:07",,,589,21.722,26.555
1,1,"2019-03-05 08:21:07","2019-03-05","08:21:07",,,583,21.028,24.479
1,1,"2019-03-05 08:22:06","2019-03-05","08:22:06",,,589,22.416,26.555
1,1,"2019-03-05 08:23:06","2019-03-05","08:23:06",,,564,21.028,25.517
1,1,"2019-03-05 08:24:06","2019-03-05","08:24:06",,,585,21.028,25.517
1,1,"2019-03-05 08:25:06","2019-03-05","08:25:06",,,605,22.416,26.555
1,1,"2019-03-05 08:26:05","2019-03-05","08:26:05",,,576,21.722,24.998
1,1,"2019-03-05 08:27:05","2019-03-05","08:27:05",,,587,22.416,26.036
1,1,"2019-03-05 08:28:05","2019-03-05","08:28:05",,,569,21.722,26.036
1,1,"2019-03-05 08:29:05","2019-03-05","08:29:05",,,556,21.028,24.479
