"Season","AL_Type","datatime","date","time","sht_t","sht_h","co2","cPM1","cPM2.5"
1,1,"2019-03-08 00:00:33","2019-03-08","00:00:33",,,586,17.407,22.158
1,1,"2019-03-08 00:00:55","2019-03-08","00:00:55",,,594,17.407,21.797
1,1,"2019-03-08 00:01:34","2019-03-08","00:01:34",,,612,17.845,21.075
1,1,"2019-03-08 00:02:35","2019-03-08","00:02:35",,,610,17.407,21.436
1,1,"2019-03-08 00:03:36","2019-03-08","00:03:36",,,590,17.845,21.797
1,1,"2019-03-08 00:04:37","2019-03-08","00:04:37",,,591,17.845,21.436
1,1,"2019-03-08 00:05:38","2019-03-08","00:05:38",,,597,17.845,22.519
1,1,"2019-03-08 00:06:39","2019-03-08","00:06:39",,,591,17.845,21.797
1,1,"2019-03-08 00:07:39","2019-03-08","00:07:39",,,588,17.845,21.797
1,1,"2019-03-08 00:08:40","2019-03-08","00:08:40",,,601,17.407,23.241
1,1,"2019-03-08 00:09:41","2019-03-08","00:09:41",,,630,17.407,21.436
1,1,"2019-03-08 00:10:42","2019-03-08","00:10:42",,,620,17.407,21.436
1,1,"2019-03-08 00:11:43","2019-03-08","00:11:43",,,624,17.407,21.436
1,1,"2019-03-08 00:12:44","2019-03-08","00:12:44",,,602,17.845,22.158
1,1,"2019-03-08 00:13:45","2019-03-08","00:13:45",,,596,17.407,21.436
1,1,"2019-03-08 00:14:46","2019-03-08","00:14:46",,,605,17.407,22.158
1,1,"2019-03-08 00:15:46","2019-03-08","00:15:46",,,588,17.407,22.158
1,1,"2019-03-08 00:16:47","2019-03-08","00:16:47",,,615,17.845,21.797
1,1,"2019-03-08 00:17:48","2019-03-08","00:17:48",,,609,17.407,21.075
1,1,"2019-03-08 00:18:49","2019-03-08","00:18:49",,,602,17.407,21.075
1,1,"2019-03-08 00:19:50","2019-03-08","00:19:50",,,591,17.845,21.797
1,1,"2019-03-08 00:20:51","2019-03-08","00:20:51",,,605,17.845,22.158
1,1,"2019-03-08 00:21:52","2019-03-08","00:21:52",,,604,17.845,22.519
1,1,"2019-03-08 00:22:53","2019-03-08","00:22:53",,,595,18.721,23.241
1,1,"2019-03-08 00:23:53","2019-03-08","00:23:53",,,614,17.845,22.158
1,1,"2019-03-08 00:24:54","2019-03-08","00:24:54",,,595,17.845,22.158
1,1,"2019-03-08 00:25:55","2019-03-08","00:25:55",,,615,18.283,22.158
1,1,"2019-03-08 00:26:56","2019-03-08","00:26:56",,,602,17.407,22.158
1,1,"2019-03-08 00:27:57","2019-03-08","00:27:57",,,593,17.845,22.158
1,1,"2019-03-08 00:28:58","2019-03-08","00:28:58",,,623,17.845,22.88
1,1,"2019-03-08 00:29:59","2019-03-08","00:29:59",,,610,18.283,22.519
1,1,"2019-03-08 00:31:00","2019-03-08","00:31:00",,,610,17.845,22.158
1,1,"2019-03-08 00:32:00","2019-03-08","00:32:00",,,621,19.159,22.158
