"Season","AL_Type","datatime","date","time","sht_t","sht_h","co2","cPM1","cPM2.5"
0,1,"2018-10-22 00:00:12","2018-10-22","00:00:12",24.2,68,589,15.949,19.324
0,1,"2018-10-22 00:00:34","2018-10-22","00:00:34",24.1,68,521,14.541,18.28
0,1,"2018-10-22 00:01:13","2018-10-22","00:01:13",24.1,68,520,14.541,17.236
0,1,"2018-10-22 00:02:13","2018-10-22","00:02:13",24.2,68,516,15.245,17.236
0,1,"2018-10-22 00:03:13","2018-10-22","00:03:13",24.2,68,521,15.245,17.758
0,1,"2018-10-22 00:04:14","2018-10-22","00:04:14",24.1,68,526,13.133,16.192
0,1,"2018-10-22 00:05:14","2018-10-22","00:05:14",24.1,68,541,13.133,16.192
0,1,"2018-10-22 00:06:14","2018-10-22","00:06:14",24.1,68,475,13.837,16.192
0,1,"2018-10-22 00:07:14","2018-10-22","00:07:14",24.1,68,530,13.837,16.192
0,1,"2018-10-22 00:08:15","2018-10-22","00:08:15",24.1,68,560,13.133,15.67
0,1,"2018-10-22 00:09:15","2018-10-22","00:09:15",24.1,68,537,13.837,16.192
0,1,"2018-10-22 00:10:15","2018-10-22","00:10:15",24.1,68,534,12.429,15.67
0,1,"2018-10-22 00:11:15","2018-10-22","00:11:15",24.1,68,557,12.429,15.148
0,1,"2018-10-22 00:12:16","2018-10-22","00:12:16",24.1,68,521,13.133,15.148
0,1,"2018-10-22 00:13:16","2018-10-22","00:13:16",24.1,68,548,13.837,15.67
0,1,"2018-10-22 00:14:16","2018-10-22","00:14:16",24.1,68,517,13.133,15.148
0,1,"2018-10-22 00:15:16","2018-10-22","00:15:16",24.1,68,506,13.133,17.236
0,1,"2018-10-22 00:16:17","2018-10-22","00:16:17",24.1,68,522,15.245,17.236
0,1,"2018-10-22 00:17:17","2018-10-22","00:17:17",24.1,68,508,13.837,16.192
0,1,"2018-10-22 00:18:17","2018-10-22","00:18:17",24.1,68,546,12.429,15.67
0,1,"2018-10-22 00:19:18","2018-10-22","00:19:18",24.1,68,493,12.429,14.626
0,1,"2018-10-22 00:20:18","2018-10-22","00:20:18",24.1,68,525,13.133,15.67
0,1,"2018-10-22 00:21:18","2018-10-22","00:21:18",24.1,67.9,513,13.133,16.192
0,1,"2018-10-22 00:22:18","2018-10-22","00:22:18",24.1,67.9,526,13.133,15.67
0,1,"2018-10-22 00:23:19","2018-10-22","00:23:19",24.1,68,524,12.429,15.148
