datatime,id,date,time,sht_t,sht_h,pm1,pm25,pm10,co2,adc,acc_x,acc_y,acc_z,accx_int,accy_int,accz_int,accx_i,accy_i,accz_i,sht_t_ext,sht_h_ext,gps_lat,gps_lon,gps_alt,gps_speed,gps_dir,gps_fix,ai1_2,ai1_3,ai1_4,ERR,aslung_id,lab_id,cPM1,cPM2.5
2018-10-23 00:00:46,00A266660052,2018-10-23,00:00:46,25.2,65.8,25,41,52,566,64,-78,6,-17,48,38,48,-78,6,-17,25.0,70.2,25.039288,121.61293899999998,0,0,0,0,544,502,545,0,AL-0146,AS_Lung_O,15.811,17.683999999999997
2018-10-23 00:01:08,00A266660052,2018-10-23,00:01:08,25.2,65.8,27,41,49,538,64,-78,6,-17,35,47,45,-79,5,-18,25.1,70.1,25.039288,121.61293899999998,0,0,0,0,540,493,538,0,AL-0146,AS_Lung_O,16.991,17.683999999999997
2018-10-23 00:01:47,00A266660052,2018-10-23,00:01:47,25.3,65.8,27,43,54,574,64,-78,5,-18,33,38,46,-79,5,-18,25.1,70.1,25.039288,121.61293899999998,0,0,0,0,542,498,540,0,AL-0146,AS_Lung_O,16.991,18.564
2018-10-23 00:02:48,00A266660052,2018-10-23,00:02:48,25.3,65.7,27,42,52,584,64,-79,5,-17,22,24,38,-79,5,-17,25.0,69.8,25.039288,121.61293899999998,0,0,0,0,543,502,543,0,AL-0146,AS_Lung_O,16.991,18.124
2018-10-23 00:03:49,00A266660052,2018-10-23,00:03:49,25.3,65.7,27,44,57,555,64,-79,5,-18,38,38,51,-79,5,-17,25.0,69.8,25.039288,121.61293899999998,0,0,0,0,542,501,542,0,AL-0146,AS_Lung_O,16.991,19.003999999999998
2018-10-23 00:04:50,00A266660052,2018-10-23,00:04:50,25.2,65.8,27,42,53,559,64,-79,5,-18,33,24,48,-80,5,-18,24.9,69.8,25.039288,121.61293899999998,0,0,0,0,542,499,544,0,AL-0146,AS_Lung_O,16.991,18.124
2018-10-23 00:05:51,00A266660052,2018-10-23,00:05:51,25.2,65.8,26,40,50,581,64,-79,5,-18,24,24,34,-79,5,-18,24.8,70.3,25.039288,121.61293899999998,0,0,0,0,544,500,542,0,AL-0146,AS_Lung_O,16.401,17.244
2018-10-23 00:06:52,00A266660052,2018-10-23,00:06:52,25.2,65.8,27,42,53,533,64,-78,6,-18,33,31,50,-79,5,-18,24.8,70.1,25.039288,121.61293899999998,0,0,0,0,542,503,545,0,AL-0146,AS_Lung_O,16.991,18.124
2018-10-23 00:07:53,00A266660052,2018-10-23,00:07:53,25.2,65.8,28,45,56,558,64,-78,5,-18,40,46,45,-78,5,-17,24.8,70.3,25.039288,121.61293899999998,0,0,0,0,542,500,542,0,AL-0146,AS_Lung_O,17.581,19.444
2018-10-23 00:08:54,00A266660052,2018-10-23,00:08:54,25.2,65.8,27,42,54,553,64,-78,6,-17,50,43,45,-78,5,-18,24.7,70.6,25.039288,121.61293899999998,0,0,0,0,543,501,544,0,AL-0146,AS_Lung_O,16.991,18.124
